class_id,readout,arm,v,found,ap,p10,left,n_positive
spods/logo_00011_0,shared,a6_stoplist,3,3,1.0,1.0,27,30
spods/logo_00011_0,shared,a6_stoplist,5,5,1.0,1.0,25,30
spods/logo_00011_0,shared,a6_stoplist,10,10,1.0,1.0,20,30
spods/logo_00011_0,shared,a6_stoplist,20,20,1.0,1.0,10,30
spods/stamp_00129_1,shared,a6_stoplist,3,3,0.9986772486772487,1.0,27,30
spods/stamp_00129_1,shared,a6_stoplist,5,5,1.0,1.0,25,30
spods/stamp_00129_1,shared,a6_stoplist,10,10,1.0,1.0,20,30
spods/stamp_00129_1,shared,a6_stoplist,20,20,1.0,1.0,10,30
spods/stamp_00577_1,shared,a6_stoplist,3,3,0.9831536388140162,1.0,28,31
spods/stamp_00577_1,shared,a6_stoplist,5,5,0.9807692307692307,1.0,26,31
spods/stamp_00577_1,shared,a6_stoplist,10,10,0.9746031746031745,1.0,21,31
spods/stamp_00577_1,shared,a6_stoplist,20,20,0.936117936117936,1.0,11,31
spods/stamp_00577_1,shared,a6_stoplist,40,30,1.0,0.1,1,31
spods/stamp_00737_1,shared,a6_stoplist,3,3,0.9456879327568981,1.0,26,29
spods/stamp_00737_1,shared,a6_stoplist,5,5,0.9703521184507004,1.0,24,29
spods/stamp_00737_1,shared,a6_stoplist,10,10,0.9524882987868947,1.0,19,29
spods/stamp_00737_1,shared,a6_stoplist,20,20,0.8327903091060986,0.7,9,29
spods/stamp_00737_1,shared,a6_stoplist,40,27,0.8333333333333333,0.2,2,29
staver/stamp_stampds-00213_1,shared,a6_stoplist,3,1,0.3265157714703848,0.4,18,19
staver/stamp_stampds-00213_1,shared,a6_stoplist,5,1,0.3577841770402752,0.4,18,19
staver/stamp_stampds-00213_1,shared,a6_stoplist,10,5,0.13748568802651617,0.0,14,19
staver/stamp_stampds-00213_1,shared,a6_stoplist,20,12,0.03867442190193187,0.0,7,19
staver/stamp_stampds-00213_1,shared,a6_stoplist,40,16,0.01047407263935782,0.0,3,19
tobacco800/logo_afm90c00-first_1_0,shared,a6_stoplist,3,3,0.9170490314601057,1.0,81,84
tobacco800/logo_afm90c00-first_1_0,shared,a6_stoplist,5,5,0.9170552625299263,1.0,79,84
tobacco800/logo_afm90c00-first_1_0,shared,a6_stoplist,10,10,0.9092365125158408,1.0,74,84
tobacco800/logo_afm90c00-first_1_0,shared,a6_stoplist,20,20,0.9227730972768153,1.0,64,84
tobacco800/logo_afm90c00-first_1_0,shared,a6_stoplist,40,40,0.9207460670046405,1.0,44,84
tobacco800/logo_azb11c00_1,shared,a6_stoplist,3,3,0.9977753058954393,1.0,29,32
tobacco800/logo_azb11c00_1,shared,a6_stoplist,5,5,0.9974457215836525,1.0,27,32
tobacco800/logo_azb11c00_1,shared,a6_stoplist,10,10,1.0,1.0,22,32
tobacco800/logo_azb11c00_1,shared,a6_stoplist,20,20,1.0,1.0,12,32
tobacco800/logo_azb11c00_1,shared,a6_stoplist,40,30,1.0,0.2,2,32
tobacco800/logo_ciy01a00-page02_1_0,shared,a6_stoplist,3,3,0.8758427140359558,1.0,20,23
tobacco800/logo_ciy01a00-page02_1_0,shared,a6_stoplist,5,5,0.8590545678041814,1.0,18,23
tobacco800/logo_ciy01a00-page02_1_0,shared,a6_stoplist,10,10,0.8319275753486279,0.9,13,23
tobacco800/logo_ciy01a00-page02_1_0,shared,a6_stoplist,20,19,0.8928571428571428,0.4,4,23
tobacco800/logo_ciy01a00-page02_1_0,shared,a6_stoplist,40,20,1.0,0.3,3,23
