class_id,readout,arm,v,found,ap,p10,left,n_positive
spods/logo_00014_0,shared,a6_stoplist,3,3,1.0,1.0,27,30
spods/logo_00014_0,shared,a6_stoplist,5,5,1.0,1.0,25,30
spods/logo_00014_0,shared,a6_stoplist,10,10,1.0,1.0,20,30
spods/logo_00014_0,shared,a6_stoplist,20,20,1.0,1.0,10,30
spods/stamp_00293_1,shared,a6_stoplist,3,3,1.0,1.0,30,33
spods/stamp_00293_1,shared,a6_stoplist,5,5,1.0,1.0,28,33
spods/stamp_00293_1,shared,a6_stoplist,10,10,1.0,1.0,23,33
spods/stamp_00293_1,shared,a6_stoplist,20,20,1.0,1.0,13,33
spods/stamp_00293_1,shared,a6_stoplist,40,32,1.0,0.1,1,33
spods/stamp_00612_1,shared,a6_stoplist,3,3,0.8135578424041726,1.0,28,31
spods/stamp_00612_1,shared,a6_stoplist,5,5,0.8522456477867391,1.0,26,31
spods/stamp_00612_1,shared,a6_stoplist,10,6,0.9418020163458007,1.0,25,31
spods/stamp_00612_1,shared,a6_stoplist,20,12,0.8716629372624896,1.0,19,31
spods/stamp_00612_1,shared,a6_stoplist,40,17,0.7278468153667379,0.8,14,31
spods/stamp_00769_1,shared,a6_stoplist,3,3,0.8858153009389461,1.0,28,31
spods/stamp_00769_1,shared,a6_stoplist,5,5,0.8816453252188357,1.0,26,31
spods/stamp_00769_1,shared,a6_stoplist,10,10,0.8655487488301048,1.0,21,31
spods/stamp_00769_1,shared,a6_stoplist,20,18,0.9626696832579186,1.0,13,31
spods/stamp_00769_1,shared,a6_stoplist,40,24,1.0,0.7,7,31
staver/stamp_stampds-00230_0,shared,a6_stoplist,3,3,1.0,0.4,4,7
staver/stamp_stampds-00230_0,shared,a6_stoplist,5,5,1.0,0.2,2,7
tobacco800/logo_ajj10e00_1,shared,a6_stoplist,3,3,0.9851875640829217,1.0,61,64
tobacco800/logo_ajj10e00_1,shared,a6_stoplist,5,5,0.9822736418421741,1.0,59,64
tobacco800/logo_ajj10e00_1,shared,a6_stoplist,10,10,0.9792373425680162,1.0,54,64
tobacco800/logo_ajj10e00_1,shared,a6_stoplist,20,20,0.9758755814777362,1.0,44,64
tobacco800/logo_ajj10e00_1,shared,a6_stoplist,40,40,0.9540235156449134,1.0,24,64
tobacco800/logo_bea6aa00_1,shared,a6_stoplist,3,3,1.0,0.2,2,5
tobacco800/logo_drm00d00_1,shared,a6_stoplist,3,3,1.0,0.1,1,4
